show_url,image_url,image_type
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5552e54f96a3856d21cb2/master/w_320%2Cc_limit/00016-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55527348b7dbc78554765/master/w_320%2Cc_limit/00009-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55498d93287a59156d03f/master/w_320%2Cc_limit/00039-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554973221980bc1a4edb5/master/w_320%2Cc_limit/00038-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554addb6ad27039eaaab8/master/w_320%2Cc_limit/00047-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554532049c8e36482a7b0/master/w_320%2Cc_limit/00010-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55469dcfc381e71f9ff44/master/w_320%2Cc_limit/00020-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d555449075a673cd0f5594/master/w_320%2Cc_limit/00043-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554952bbc74a9366195b7/master/w_320%2Cc_limit/00037-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55461135127f2f5e47980/master/w_320%2Cc_limit/00016-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5553065660b70c516f9b6/master/w_320%2Cc_limit/00021-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5554968a803bdc45b8f1d/master/w_320%2Cc_limit/00048-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5547a2bbc74a9366195b5/master/w_320%2Cc_limit/00027-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55446db6ad27039eaaaae/master/w_320%2Cc_limit/00006-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554c8953c361066feb6ba/master/w_320%2Cc_limit/00057-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554ab348b7dbc7855475f/master/w_320%2Cc_limit/00046-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5546662ed086274da7440/master/w_320%2Cc_limit/00019-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d555463221980bc1a4edbe/master/w_320%2Cc_limit/00044-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d555351e6fef1743f4f535/master/w_320%2Cc_limit/00025-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5554110e9278f2e43d577/master/w_320%2Cc_limit/00040-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5554b4aec3ccbc4f01f4e/master/w_320%2Cc_limit/00050-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d555321f7b213cc5cc9ccc/master/w_320%2Cc_limit/00022-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d555421e6fef1743f4f539/master/w_320%2Cc_limit/00041-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554536ea990cc26243eb9/master/w_320%2Cc_limit/00013-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55549eede0e1e533bf9b1/master/w_320%2Cc_limit/00049-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55486d6f7ad917fa8828d/master/w_320%2Cc_limit/00032-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55459829c37d9e3424027/master/w_320%2Cc_limit/00014-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5549b135127f2f5e47985/master/w_320%2Cc_limit/00040-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
